id	related_id	class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	always_hide	hide_tip	answer_width	random_group	em_validation_q	em_validation_q_tip
42		Q	F	A02V1D	1	"<h4 style=""margin-bottom:8px;"">Explanation D</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>yes <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and</span> most of <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">them</span> are <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">hypocrites. our DUI</span> judge places <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">people</span> in jail, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">takes</span> away their freedom, but it&#x27;s <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">okay</span> for <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">him to</span> sit <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">on</span> the bench drunk. the whole town knows <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it,</span> the <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">lawyers,</span> the <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">cops, etc.</span> we watched the cops <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">pull him</span> over <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">one night</span> and <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">they gave</span> him a ride <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">home,</span> (we followed), <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">but</span> how <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">can</span> you fight <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it?</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
43		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
44		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
42		A	0	1	1	1 – Very low		en											
42		A	0	2	2	2		en											
42		A	0	3	3	3		en											
42		A	0	4	4	4 – Moderate		en											
42		A	0	5	5	5		en											
42		A	0	6	6	6		en											
42		A	0	7	7	7 – Very high		en											
45		Q	R	A02V1R	1	Rank the four explanations from best to worst according to how well they localize the reasons for this argument's inappropriateness overall. Consider both completeness and precision.		en		Y				0	1				
45		A	0	A		Explanation A		en											
45		A	0	B		Explanation B		en											
45		A	0	C		Explanation C		en											
45		A	0	D		Explanation D		en											
46		Q	T	A02V1CMT	1	Optional: Briefly mention anything that influenced your ranking or was difficult to evaluate.		en		N				0	1				
47		G		P03V1	CONSENT == 'Y' && VERSION == 1	Argument 3 of 7		en											
48		Q	X	A05V1I	1	"<h2>Argument 3 of 7</h2><div style=""border:1px solid #d0d5dd;border-left:5px solid #2e90fa;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Discussion issue</div>
  <div>Marijuana v.s. coffee (healthier?)   stance: marijuana has more medical benefits:</div>
</div><div style=""border:1px solid #d0d5dd;border-left:5px solid #667085;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Argument</div>
  <div>This is a no brainer, coffee has no medical benefits, keep in mind that being a stimulant and tasting good is not a medical benefit. On the other hand going back over 5,000 years marihuana&#x27;s active ingredient THC has been used fro many health beneifits, moroever the stalk, leaves and seeds have been used to manufacture rope, canvas, clothings and other materials as well.... No Contest! Marijuana places high above coffee</div>
</div>
<p style=""margin-top:12px;""><strong>Reminder:</strong> For this task, treat the argument as inappropriate and evaluate how well each explanation identifies passages that could reasonably explain that label.</p>
"		en		N				0	1				
49		Q	F	A05V1A	1	"<h4 style=""margin-bottom:8px;"">Explanation A</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>This <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">is a</span> no <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">brainer,</span> coffee has no medical benefits, keep <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">in</span> mind <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">that being a</span> stimulant <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and</span> tasting good <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">is</span> not a <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">medical</span> benefit. On the <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">other</span> hand going <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">back</span> over <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">5,000</span> years marihuana&#x27;s <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">active</span> ingredient THC has been <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">used fro</span> many <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">health</span> beneifits, moroever <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">the</span> stalk, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">leaves</span> and seeds have <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">been used</span> to manufacture <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">rope, canvas,</span> clothings and other materials as <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">well....</span> No <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">Contest!</span> Marijuana places high above coffee</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
50		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
51		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
49		A	0	1	1	1 – Very low		en											
49		A	0	2	2	2		en											
49		A	0	3	3	3		en											
49		A	0	4	4	4 – Moderate		en											
49		A	0	5	5	5		en											
49		A	0	6	6	6		en											
49		A	0	7	7	7 – Very high		en											
52		Q	F	A05V1B	1	"<h4 style=""margin-bottom:8px;"">Explanation B</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">This is a</span> no brainer, coffee has no medical benefits, keep in mind that being a stimulant and tasting <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">good is not</span> a medical benefit. On the other hand going back over 5,000 years marihuana&#x27;s active ingredient THC has been used fro many health beneifits, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">moroever the stalk,</span> leaves and seeds have been used to manufacture rope, canvas, clothings and other materials as well.<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">... No</span> Contest! Marijuana places <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">high</span> above <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">coffee</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
53		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
54		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
52		A	0	1	1	1 – Very low		en											
52		A	0	2	2	2		en											
52		A	0	3	3	3		en											
52		A	0	4	4	4 – Moderate		en											
52		A	0	5	5	5		en											
52		A	0	6	6	6		en											
52		A	0	7	7	7 – Very high		en											
55		Q	F	A05V1C	1	"<h4 style=""margin-bottom:8px;"">Explanation C</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">This is a</span> no <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">brainer, coffee has</span> no medical benefits<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">,</span> keep <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">in mind that being a stimulant and tasting</span> good <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">is</span> not <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">a medical benefit. On the</span> other hand going back over 5<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">,</span>000 years marihuana<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">&#x27;s</span> active ingredient <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">THC has been</span> used fro many health beneifits<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">,</span> moroever <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">the stalk, leaves and seeds have been</span> used <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">to</span> manufacture rope<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">,</span> canvas<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">, clothings and</span> other materials <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">as</span> well<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">.... No Contest! Marijuana</span> places <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">high above coffee</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
56		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
57		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
55		A	0	1	1	1 – Very low		en											
55		A	0	2	2	2		en											
55		A	0	3	3	3		en											
55		A	0	4	4	4 – Moderate		en											
55		A	0	5	5	5		en											
